,Timestamp_rome,Open,High,Low,Close,Volume,Trades,fast_period,slow_period,macd,signal,hist,atr,Trade_Direction,stop_loss,recent_high_fast,recent_low_fast,recent_high_med,recent_low_med,recent_high_slow,recent_low_slow,from_high_fast,from_low_fast,from_high_med,from_low_med,from_high_slow,from_low_slow,sar,Rsi_9,Rsi_14,volatility_15min,high_volatility_15min,volatility_1h,high_volatility,trend_strenght_4h,strong_trend,price_change_4h,range_bound,ema_50,ema_200,ema_50_slope,ema_200_slope,ratio_ema_50,ratio_ema_200,above_ema_50,above_ema_200,distance_from_ema_50,distance_from_ema_200
12524,2023-01-22 00:25:00+01:00,22801.12,22837.52,22734.42,22809.6,2041.38905,0.0,22828.56417594396,22905.707986541933,-77.14381059797233,-77.96879108824629,0.8249804902739584,91.63371311869413,1,22580.515717203263,23082.07,22680.73,23211.1,22680.73,23371.8,22680.73,-0.011804400558528813,0.0056819158818961725,-0.017297758400075827,0.0056819158818961725,-0.02405462993864404,0.0056819158818961725,22979.40036552095,32.54558167929148,33.792883203111515,0.002126538157784211,1,0.004991811479622018,1,0.01801950735658797,1,0.027502893518518597,0,23074.364901650057,22946.013745689143,-1.3367005542681856,2.221747251935137,0.9885255822737238,0.9940550133369125,0,0,0.01160760827239663,0.005980540898969907
12776,2023-01-22 21:25:00+01:00,22603.89,22605.39,22558.01,22570.42,987.38712,0.0,22577.437194557955,22654.09149898622,-76.65430442826619,-78.55482652677452,1.9005220985083326,67.77273919130356,1,22400.98815202174,22810.32,22430.66,22862.56,22430.66,23078.71,22430.66,-0.01051716942156013,0.006230757365142105,-0.01277809659110804,0.006230757365142105,-0.022024194593198706,0.006230757365142105,22711.963574370024,26.750390050350525,28.128711272524658,0.0018533631503808501,1,0.0021340461379093095,1,0.011436377675959508,1,0.023439971431634826,0,22788.69196417091,22844.860568318345,-0.4571895423183922,-0.17991500417656686,0.9904219178303834,0.9879867698252033,0,0,0.009670709015202722,0.012159302676615977
12782,2023-01-22 21:55:00+01:00,22367.27,22464.96,22364.07,22459.46,1911.5795,1.0,22440.30469280731,22515.639193495084,-75.33450068777529,-81.77778970365472,6.443289015879429,82.21137540789212,1,22253.93156148027,22605.39,22292.37,22844.0,22292.37,23078.71,22292.37,-0.006455540028285302,0.007495389678172404,-0.016833304149886222,0.007495389678172404,-0.026832088968577535,0.007495389678172404,22560.239313914186,33.3709044497974,31.978701095639206,0.005199021777144079,1,0.002991458828020957,1,0.015768245098004785,1,0.029713091944329924,0,22723.655637500156,22823.980914907173,-1.7717182173066064,-0.551160279625919,0.9883735415764635,0.984029038743671,0,0,0.011763223047221853,0.01623017271595908
12946,2023-01-23 11:35:00+01:00,22888.61,22920.0,22887.03,22914.94,541.13376,1.0,22904.43680979689,22857.596775667997,46.84003412889433,47.87641416968688,-1.036380040792551,41.56693077442714,-1,23018.857326936068,22940.69,22764.91,22940.69,22703.26,22940.69,22600.14,-0.001122459699337727,0.006590406024007951,-0.001122459699337727,0.009323771123618384,-0.001122459699337727,0.013929117253255921,22813.37744,71.0318604991444,69.04459731595554,0.0014815243507380607,1,0.0015461888714511647,1,0.0070668458575011694,1,0.01486148338158421,0,22775.338843935588,22751.543369768973,0.41105077348367935,0.0022911034303552966,1.0061294875576168,1.007181782245513,1,1,0.006092145825579777,0.007130572029908238
12990,2023-01-23 15:15:00+01:00,22729.76,22762.91,22681.43,22759.89,1519.17945,1.0,22761.543081958076,22811.706001611892,-50.16291965381606,-50.80285607846847,0.6399364246524115,61.94959240603898,1,22605.0160189849,22872.98,22668.43,22978.0,22668.43,22978.0,22600.14,-0.004944261744643686,0.0040346861251528724,-0.009492122900165401,0.0040346861251528724,-0.009492122900165401,0.007068540283378776,22877.38796159365,35.81279574592719,38.45875180893562,0.0015992995090410764,1,0.0015194770115533633,1,0.006549125204660222,1,0.01360155958574491,0,22841.043608957014,22792.626580230848,2.062803267961848,1.0702405990280024,0.9964470270997079,0.9985637205911475,0,0,0.003565641528013295,0.0014383452745531122
13010,2023-01-23 16:55:00+01:00,22872.38,22892.02,22849.3,22853.14,980.69261,0.0,22865.114038751624,22831.91937574566,33.194663005964685,36.98044941329367,-3.7857864073289846,92.33452991368044,-1,23083.976324784202,22920.0,22802.0,23115.0,22500.0,23115.0,22500.0,-0.002917102966841212,0.0022427857205508032,-0.011328574518710818,0.015695111111111087,-0.011328574518710818,0.015695111111111087,22996.053071789494,52.680108249443606,51.933936152999784,0.0017232690884486977,1,0.00167349228618092,1,0.0022458390417987584,0,0.026910962782357262,0,22830.140710004274,22796.84719669008,-0.39159565476443875,0.44113914296721496,1.0010074090338674,1.0024693240615348,1,1,0.001006395182269269,0.002463241519980173
13040,2023-01-23 19:25:00+01:00,23134.83,23136.18,23079.42,23105.33,1538.14162,1.0,23114.77678433271,23052.73306134017,62.04372299254101,64.1787074493925,-2.134984456851498,68.22428191985908,-1,23275.89070479965,23180.0,22947.23,23180.0,22850.15,23180.0,22500.0,-0.0032213114754097607,0.006889720458634972,-0.0032213114754097607,0.011167541569749008,-0.0032213114754097607,0.026903555555555632,22876.727981434906,67.50519280587667,65.1927196439452,0.0013650340219656639,1,0.0022003122514692,1,0.013674873199222892,1,0.02943043877754613,0,22923.091752247958,22834.762339066398,1.465948955223111,0.7660362866084545,1.0079499855308205,1.0118489370248758,1,1,0.00788728175499091,0.011710183794544556
13073,2023-01-23 22:10:00+01:00,22969.3,22971.5,22937.54,22957.27,632.68972,0.0,22954.976899206176,22902.174612679195,52.802286526981334,57.770984284024884,-4.96869775704355,64.23575338040466,-1,23117.859383451014,23044.56,22859.69,23044.56,22654.0,23180.0,22500.0,-0.0037878787878788257,0.004268649312392327,-0.0037878787878788257,0.01338703981636799,-0.009608714408973235,0.020323111111111132,22816.12979391544,60.745563942473126,57.17783817241605,0.0011774589587727718,1,0.0018126030970249728,1,0.0033342103353966035,0,0.02291213197388017,0,22899.525987714478,22851.825474197307,0.5629258151023471,0.8730775287989951,1.0025216247845699,1.004614271447231,1,1,0.002515282186667767,0.004593077739761458
13136,2023-01-24 03:25:00+01:00,23138.88,23144.76,23087.3,23116.75,1144.06741,1.0,23127.26618693099,23087.858693299753,39.40749363123541,42.43563708060347,-3.0281434493680592,41.68968716796166,-1,23220.974217919906,23144.76,23045.88,23144.76,22930.12,23180.0,22654.0,-0.001210209135890733,0.003075170052087357,-0.001210209135890733,0.008139076463620819,-0.0027286453839516825,0.020426856184338305,23028.029104063855,70.53380047596764,68.7657039764594,0.0012928511117866024,1,0.0009682875356042828,1,0.005890858551948819,1,0.012663977418971092,0,22997.725921895675,22913.734145392107,0.8963645308807117,0.7909115205693789,1.0051754716317844,1.0088600074226104,1,1,0.00514882403903338,0.008782197091195468
13224,2023-01-24 10:45:00+01:00,22809.93,22872.35,22801.86,22868.59,1254.84622,0.0,22853.51748872691,22904.253455310893,-50.7359665839831,-53.57043184241534,2.834465258432239,55.542023170896,1,22729.73494207276,22958.0,22770.0,23090.25,22770.0,23162.2,22770.0,-0.0038945030054882766,0.004329819938515597,-0.00959972282673422,0.004329819938515597,-0.012676257004947742,0.004329819938515597,23029.262796638788,33.2738604254948,32.2533939188926,0.002588884568523432,1,0.0019664119360097514,1,0.010486375716435514,1,0.016871175704317568,0,23015.162632077132,22993.536169415704,-0.567301252772685,0.7166821576648543,0.9936314752834791,0.9945660307098871,0,0,0.006409342774396316,0.0054636586433926835
13283,2023-01-24 15:40:00+01:00,22800.41,22874.27,22792.89,22843.16,1822.84002,0.0,22827.81692489195,22853.338238476314,-25.52131358436236,-29.136630407817194,3.615316823454833,65.3678475586274,1,22679.74038110343,22946.55,22711.0,23016.8,22711.0,23135.0,22711.0,-0.0045056882189261314,0.005819206551891148,-0.007544054777379976,0.005819206551891148,-0.012614653122973855,0.005819206551891148,22937.22222,44.12780326216534,43.81713686200137,0.0017951598873407221,1,0.0015732859746481098,1,0.003851908445548058,0,0.014197247666259892,0,22910.48158709997,22955.21546201663,-0.8189574259278296,-0.46127148480730185,0.9970615376702567,0.9951185183950008,0,0,0.0029471223377137926,0.004905427358414049
13379,2023-01-24 23:40:00+01:00,22750.24,22851.0,22747.63,22825.99,968.13315,0.0,22785.78135852906,22844.57178915305,-58.79043062399069,-65.21472649769606,6.4242958737053755,78.36755870000083,1,22630.07110325,22914.9,22669.42,23080.45,22669.42,23080.45,22669.42,-0.0038800082042688318,0.006906661043820413,-0.0110249150254869,0.006906661043820413,-0.0110249150254869,0.006906661043820413,22954.805557821277,44.128944031294196,42.943920035241476,0.0031772476670793573,1,0.003330515218057839,1,0.008095243061530533,1,0.018007105058751117,0,22928.705123489362,22944.546312375674,0.5784090012512574,0.2637817197284492,0.9955202388038854,0.994832919737806,0,0,0.0044999197620502265,0.0051939176515749304
13389,2023-01-25 00:30:00+01:00,22621.56,22660.63,22562.0,22582.29,1818.54248,0.0,22582.40201810875,22651.194900785336,-68.79288267658558,-72.2119697131316,3.419087036546017,88.1274235489137,1,22361.971441127716,22786.96,22462.93,22975.67,22462.93,23080.45,22462.93,-0.008981891397536058,0.005313643411611957,-0.017121589925342653,0.005313643411611957,-0.021583634634506688,0.005313643411611957,22711.62398884891,32.180824040513514,33.02856350304585,0.002377261577352592,1,0.002593081403854633,1,0.01812800608020626,1,0.027345322374303066,0,22841.69629882875,22918.574965381336,-1.5094363568039215,-0.2966106562908672,0.9886432997166655,0.9853269688063374,0,0,0.011487156476546348,0.01489153515349132
13416,2023-01-25 02:45:00+01:00,22470.12,22483.56,22440.0,22477.21,846.74368,1.0,22449.304778120844,22472.512537529212,-23.207759408367565,-27.89946301538218,4.691703607014617,75.37861689977129,1,22288.76345775057,22596.15,22300.0,22715.06,22300.0,23080.45,22300.0,-0.005263728555528368,0.007946636771300409,-0.010471026710913472,0.007946636771300409,-0.02613640548602829,0.007946636771300409,22578.463933405084,39.464168807979995,38.898015984097576,0.0010696141199150353,1,0.0019154955116602087,1,0.02129896888363292,1,0.03006022544612958,0,22658.156605291737,22837.801660658217,-6.907494019916621,-2.527954696796779,0.9920140632601384,0.9842107543442155,0,0,0.008050225330089358,0.016042545345183755
13639,2023-01-25 21:20:00+01:00,22837.23,22884.57,22822.66,22877.87,1177.10473,0.0,22878.213256428084,22827.495457845507,50.717798582576506,51.115529166549614,-0.39773058397310734,57.57712797879221,-1,23021.81281994698,22948.24,22695.36,22948.24,22616.17,22948.24,22335.0,-0.003066466099361111,0.00804173187823407,-0.003066466099361111,0.011571366858314239,-0.003066466099361111,0.024305798074770495,22742.75752678106,66.55948428980669,66.21606628941818,0.0027996355963381733,1,0.0025294781086834537,1,0.009899080147014017,1,0.019155629435782334,0,22691.62095176412,22663.827840080572,1.6877055547611195,-0.022647054840307705,1.0082078335713343,1.0094442192832447,1,1,0.008141013487526626,0.009355860485238657
13649,2023-01-25 22:10:00+01:00,23041.71,23044.45,22895.98,22932.43,2486.8358,0.0,22977.031648678723,22951.59463412631,25.43701455241171,29.33136076383404,-3.894346211422331,71.9230260863318,-1,23112.23756521583,23049.99,22832.38,23049.99,22651.75,23049.99,22335.0,-0.005100219132416166,0.004381934778590724,-0.005100219132416166,0.012391095610714416,-0.005100219132416166,0.0267486008506828,23049.99,57.23097399075181,60.28061255869366,0.00428954277219666,1,0.0022985062366942307,1,0.013862761490737618,1,0.023547003086894915,0,22769.61568389869,22688.703462135963,3.4908549554969084,0.6512387286402598,1.0071505078680991,1.010742197687531,1,1,0.0070997411134062285,0.010628029295806715
13661,2023-01-25 23:10:00+01:00,23434.04,23571.45,23204.73,23447.13,3661.51607,1.0,23526.184156070514,23390.919031260513,135.265124810001,152.86970886389537,-17.60458405389437,151.38294786918237,-1,23825.587369672958,23816.73,23204.73,23816.73,22830.54,23816.73,22335.0,-0.015518503169830559,0.010446146109004564,-0.015518503169830559,0.027007245557923734,-0.015518503169830559,0.04979314976494296,23157.186682684907,63.27628311624455,65.74816566711074,0.008738497370223936,1,0.005304917586981371,1,0.03576133137906079,1,0.05205455848967438,0,22977.517888039944,22757.047502643498,6.954756989299779,1.969914917668575,1.020437895609451,1.0303239028382896,1,1,0.020028554111315863,0.02943142710244295
13995,2023-01-27 03:00:00+01:00,22647.44,22677.49,22602.85,22667.27,1498.25863,1.0,22650.79483637731,22736.753948335536,-85.95911195822555,-89.43884927866696,3.4797373204414157,66.90750357644505,1,22500.001241058886,22917.59,22534.88,23010.71,22534.88,23195.0,22534.88,-0.010922614463388153,0.005874892610921355,-0.014925223950064934,0.005874892610921355,-0.02275188618236687,0.005874892610921355,22780.29169664,29.00759334001527,28.64672239646606,0.003146844927498014,1,0.003273403806800066,1,0.01706702051312059,1,0.027136924737738554,0,22918.209235976843,22999.241704175827,-2.191117797995358,-0.5712350695647826,0.9890506612714348,0.9855659717635146,0,0,0.01107055397393875,0.014645420651707363
14044,2023-01-27 07:05:00+01:00,23018.98,23026.64,22970.0,22985.35,1097.40978,0.0,23003.246316635054,22940.668825792836,62.57749084221723,62.997595684317716,-0.4201048421004856,45.17801623265983,-1,23098.29504058165,23100.0,22846.58,23100.0,22796.95,23150.0,22534.88,-0.004963203463203526,0.0060739944446826085,-0.004963203463203526,0.008264263421203179,-0.007112311015118854,0.019989900101531382,22894.299330301827,66.73049343641753,66.5381676516355,0.0003659848865836194,0,0.0017691977254036583,1,0.012430439137493643,1,0.017613392878507335,0,22868.111880325192,22935.785925641405,-1.1891316589053225,-1.376675624452204,1.005126707455707,1.002160993066437,1,1,0.005100558385006385,0.0021563332452450646
14155,2023-01-27 16:20:00+01:00,23059.94,23076.0,23020.0,23062.34,1521.94584,0.0,23056.90001565025,23006.488566936063,50.41144871418874,51.38752944218027,-0.9760807279915369,60.08303334789524,-1,23212.54758336974,23128.0,22933.21,23128.0,22841.19,23128.0,22841.19,-0.0028389830508474515,0.00563069888602603,-0.0028389830508474515,0.009682069979716533,-0.0028389830508474515,0.009682069979716533,22920.73430870459,65.06489077667975,62.65345637332198,0.0016519459775921684,1,0.001623107150445729,1,0.005030744893645744,1,0.012436292240943517,0,22960.966430973072,22953.838265552487,-0.33522189118842116,-0.11893035365055446,1.00441503929426,1.0047269538624546,1,1,0.004395632404471,0.00470471489222311
14188,2023-01-27 19:05:00+01:00,23173.91,23188.53,23146.86,23158.79,905.06753,0.0,23185.92062362373,23180.034169687722,5.886453936007456,8.84144388976884,-2.954989953761384,58.336398637275394,-1,23304.63099659319,23252.63,23093.66,23252.63,23069.38,23252.63,22841.19,-0.004035672523925257,0.0028202545633737148,-0.004035672523925257,0.003875700170529067,-0.004035672523925257,0.013904704614777172,23136.61739584992,53.35120666115619,55.332063054711654,0.0002957369792002411,0,0.0014792400004124135,1,0.010403864167749743,1,0.017766040453754375,0,23075.481756950845,22995.59243294876,2.9466081858558244,0.9613022050882731,1.0036102493515249,1.0070969063974802,1,1,0.0035972623375036374,0.007046895241557965
14215,2023-01-27 21:20:00+01:00,23336.08,23344.47,23276.88,23322.59,1575.53177,1.0,23328.413996292235,23296.407660170666,32.00633612156889,34.225715013566585,-2.2193788919976924,67.58436678787547,-1,23491.55091696969,23500.0,23211.14,23500.0,23158.17,23500.0,22841.19,-0.007549361702127653,0.004801573727098313,-0.007549361702127653,0.007099870153816208,-0.007549361702127653,0.021075959702625015,23494.5528,59.61898873164638,60.11468579709135,0.004412581792476677,1,0.00254490600634332,1,0.009614514670468033,1,0.01846364404639446,0,23177.33294922694,23047.9394562907,3.6890388664579907,1.7144021483019478,1.0062672030078381,1.0119164901587043,1,1,0.006228169803313429,0.011776159667914246
14239,2023-01-27 23:20:00+01:00,23047.83,23070.0,23031.89,23065.08,561.45615,0.0,23040.193798166987,23082.542058231185,-42.34826006419826,-47.44850002281228,5.100239958614026,60.12512200720028,1,22914.767194982,23137.04,22951.33,23284.17,22951.33,23500.0,22841.19,-0.0031101644808497163,0.00495613979669152,-0.009409397028109506,0.00495613979669152,-0.018507234042553118,0.009802028703408319,23133.521384156902,39.80015001732938,40.45657552582286,0.00011185310992028812,0,0.001291479171767258,1,0.003669541680939359,0,0.0237879079543621,0,23144.051045433203,23066.7186222819,1.855878928627115,1.587347762643876,0.9965878469038036,0.999928961621775,0,0,0.003423835747944583,7.104342503465319e-05
14378,2023-01-28 10:55:00+01:00,23003.3,23005.03,22986.07,22998.6,450.09078,0.0,22999.94116371451,22986.43747128765,13.503692426860653,13.665885346676076,-0.16219291981542305,25.24492732441772,-1,23061.71231831104,23017.27,22962.51,23017.27,22905.0,23147.33,22905.0,-0.0008111300775462029,0.0015716922932205645,-0.0008111300775462029,0.004086444007858483,-0.0064253630980334745,0.004086444007858483,22915.783408000003,52.67834660347227,50.75216448309803,0.000434566634812343,0,0.0005762017430204608,0,0.002938475824988629,0,0.00765263972589636,0,23010.113806143283,23050.82153747368,-1.8515018031712196,-0.689571442397302,0.9994996197654524,0.9977345042826875,0,0,0.0005006307402748192,0.0022706398421504202
14566,2023-01-29 02:35:00+01:00,23370.14,23417.72,23315.41,23353.27,1423.48781,0.0,23358.62032794889,23268.62398009544,89.99634785345188,94.09476066036945,-4.098412806917565,72.77413312159993,-1,23535.205332804002,23492.0,23153.28,23492.0,22967.76,23492.0,22942.0,-0.005905414609228655,0.008637653066865758,-0.005905414609228655,0.016784832304064568,-0.005905414609228655,0.017926510330398417,23246.23169867856,70.23047257646701,70.9150576207084,0.0029362283512785765,1,0.002990628842950817,1,0.014997696473431299,1,0.022723156114753944,0,23098.38347167263,23034.786725178692,1.0171435487190787,0.20810087929092536,1.0110348210574978,1.0138261872628143,1,1,0.01091438279638654,0.013637630825203854
14684,2023-01-29 12:25:00+01:00,23388.41,23408.29,23381.3,23403.25,816.73307,1.0,23408.226413715685,23419.092574738494,-10.866161022808228,-11.456774010426283,0.590612987618055,68.06961054232227,1,23233.075973644194,23605.74,23270.03,23605.74,23254.69,23605.74,23104.35,-0.008577998402083628,0.0057249603889638805,-0.008577998402083628,0.006388388750828384,-0.008577998402083628,0.012936957759036782,23585.997566320006,53.98295461794235,55.570302271255976,0.001001542287391485,1,0.0022281795764770834,1,0.009426910603506089,1,0.01931782978859783,0,23312.34545185565,23185.198313548935,2.468460165839865,1.4084889190605137,1.0038994166559554,1.0094047798730124,1,1,0.00388427026777691,0.009317154089755251
14784,2023-01-29 20:45:00+01:00,23926.39,23960.54,23888.0,23905.13,2144.47981,1.0,23905.022501510943,23838.49255419651,66.52994731443323,68.1865978021134,-1.6566504876801673,70.36527217359074,-1,24081.04318043398,23960.54,23719.36,23960.54,23536.65,23960.54,23350.47,-0.0023125522212771436,0.007831998839766353,-0.0023125522212771436,0.015655583950987057,-0.0023125522212771436,0.023753697463048916,23796.865834379198,80.56625663847666,77.76563668364118,0.0011407385442882602,1,0.001218216402667874,1,0.01569614853344148,1,0.02043661757957396,0,23661.86334626977,23440.98062565677,3.070718926245425,2.50576403356417,1.0102809592875357,1.0198007660923198,1,1,0.010176336783369598,0.01941630831303696
14949,2023-01-30 10:30:00+01:00,23292.58,23335.4,23260.0,23313.71,1706.67623,0.0,23299.334393979796,23381.545150769656,-82.21075678986017,-88.6750393812786,6.464282591418424,67.41542970862648,1,23145.171425728433,23552.65,23215.48,23676.98,23215.48,23769.32,23215.48,-0.01014493061290353,0.0042312284734151336,-0.015342750637961448,0.0042312284734151336,-0.019167986294938207,0.0042312284734151336,23420.88923377722,27.48892999601323,27.214340548878717,0.0013495724242996764,1,0.0022753216984622623,1,0.0150744406652491,1,0.022695658477350836,0,23569.217660713784,23616.759026264834,-1.9320013804936036,-0.03868790560352559,0.9891592642406762,0.9871680518936656,0,0,0.010959545293897251,0.012998747357878027
14951,2023-01-30 10:40:00+01:00,23171.92,23218.14,23115.39,23181.34,2384.93304,0.0,23214.786513136125,23311.675173507814,-96.88866037168918,-98.41060648434262,1.5219461126534384,79.16100826917288,1,22983.43747932707,23413.84,23110.0,23676.98,23110.0,23769.32,23110.0,-0.00993002429332395,0.0030869753353526676,-0.020933412960605594,0.0030869753353526676,-0.024736929790166465,0.0030869753353526676,23346.990830480663,20.427377419304904,21.67413631778148,0.003910856600849441,1,0.0026854928018732764,1,0.022346401700462204,1,0.027375466646880574,0,23539.04236192764,23608.045562711657,-2.4370663492305797,-0.20611847412274237,0.9848038694001335,0.9819254176895682,0,0,0.015430616259786561,0.01840728632217365
14981,2023-01-30 13:10:00+01:00,23099.15,23132.0,23078.0,23115.86,1018.16095,0.0,23099.765261042572,23105.595076117625,-5.8298150750524655,-8.08927428384056,2.259459208788094,71.7896563906244,1,22936.38585902344,23195.24,22962.68,23305.73,22962.68,23769.32,22962.68,-0.003422253876226373,0.006670824137252285,-0.008146923524815528,0.006670824137252285,-0.027491741454951136,0.006670824137252285,23182.490159996796,40.11594330630703,38.684768591285376,0.002300890492060282,1,0.0019277352785345302,1,0.023163455037187308,1,0.030577707253807478,0,23298.74573380913,23504.003232508177,-8.512021504554427,-3.0644276329823614,0.9921504043222489,0.9834860798533528,0,0,0.007911699318525433,0.016791208828405124
15071,2023-01-30 20:40:00+01:00,22705.6,22742.51,22673.43,22698.25,1951.53652,0.0,22727.37351009659,22845.45967664952,-118.08616655293008,-118.57386169603784,0.4876951431077572,73.83905394727769,1,22513.652365131806,22944.18,22627.9,23180.0,22627.9,23301.82,22627.9,-0.010718622326010356,0.0031089937643351147,-0.02078300258843831,0.0031089937643351147,-0.02590226857816255,0.0031089937643351147,22924.042544800002,13.924743262026318,18.42955099621165,0.0014235178571635153,1,0.002979854689051915,1,0.01780421208410321,1,0.027357175112618776,0,23051.376893252676,23264.4700792903,-1.7097992061967608,-2.0942596783659755,0.9846808763360232,0.9756615956709739,0,0,0.015557450166980995,0.024945538942002073
15120,2023-01-31 00:45:00+01:00,22791.54,22795.68,22761.94,22789.14,671.64648,0.0,22790.946564606646,22748.786073961564,42.160490645081154,44.601372300317585,-2.4408816552364314,47.188832461208825,-1,22907.11208115302,22812.98,22727.69,22812.98,22500.0,23248.86,22500.0,-0.0010450191075431683,0.0027037503591434385,-0.0010450191075431683,0.01285066666666664,-0.019773872783439755,0.01285066666666664,22661.655973552995,64.51106284949611,58.11900158198502,0.00013029798598567557,0,0.0009375865168907539,1,0.0028573050504285824,0,0.013733734577083627,0,22785.81982134864,23060.35337590787,-5.341675980994052,-4.210137834662979,1.0001457124947617,0.988238975722236,1,0,0.0001456912657239386,0.011900992135195604
15154,2023-01-31 03:35:00+01:00,22891.9,22913.71,22876.58,22882.66,864.86351,0.0,22886.181168622366,22870.97554998985,15.205618632517144,15.774462175869571,-0.5688435433524273,34.57645417430947,-1,22969.101135435772,22913.71,22822.25,22913.71,22755.23,23156.18,22500.0,-0.0013550839213728057,0.0026469782777771627,-0.0013550839213728057,0.005600031289510161,-0.011811965531447779,0.017007111111111105,22795.596544237273,61.935246498891395,60.52980912094809,0.000613246984799508,0,0.0007718184155083043,0,0.009378453069137427,1,0.0180796288543377,0,22821.51976083359,22992.69865802333,0.36618131849740015,-2.376177303527612,1.0026790608078318,0.9952141912674121,1,0,0.002671902618244938,0.004808822838923956
15219,2023-01-31 09:00:00+01:00,22978.24,22996.84,22958.86,22962.16,1760.22998,0.0,22965.33474865746,22920.399156117885,44.93559253957574,46.67803858913291,-1.7424460495571736,32.53151220438061,-1,23043.48878051095,22996.84,22861.4,22996.84,22767.35,22996.84,22714.77,-0.001508033277615546,0.004407429116327014,-0.001508033277615546,0.008556551377301325,-0.001508033277615546,0.010891151440230274,22915.153481899564,73.82463430628131,70.38464747559036,0.00041196998475175376,0,0.0010440490043278786,1,0.005259164794022331,1,0.0110525316433646,0,22858.677393748945,22924.322960300855,0.004924144781508795,-1.0957761202410345,1.0045270600948835,1.001650519396567,1,1,0.0045066581824643095,0.0016477996712480425
15292,2023-01-31 15:05:00+01:00,23102.01,23109.51,23077.0,23082.43,1225.48059,0.0,23098.632629680975,23043.56682278238,55.06580689859402,59.38874597855092,-4.322939079956903,50.15726862031777,-1,23207.823171550794,23197.38,22949.7,23197.38,22866.66,23197.38,22743.05,-0.0049553009865769635,0.005783517867335938,-0.0049553009865769635,0.00943600858192672,-0.0049553009865769635,0.014922360897065303,23038.48048258048,65.53420110638703,65.59002728720473,0.0017202408852435725,1,0.0019770066005064114,1,0.00919371375231437,1,0.016781162122012378,0,22936.684137048007,22919.08058747673,0.4972707914711905,-0.19474988786118086,1.0063542690862006,1.0071272236205029,1,1,0.0063141472952368246,0.007076785785693789
15328,2023-01-31 18:05:00+01:00,23098.98,23116.12,23093.87,23106.84,965.55719,0.0,23110.424661771653,23139.18321406679,-28.758552295137633,-29.417758978919167,0.6592066837815338,40.62564209027155,1,23005.27589477432,23221.14,23081.08,23221.14,23081.08,23221.14,22810.03,-0.0049222389598443175,0.001116065626045159,-0.0049222389598443175,0.001116065626045159,-0.0049222389598443175,0.013012258203956826,23202.766235545598,44.92843559784315,48.55484598612262,0.00035906435753126607,0,0.0010173088877963887,1,0.008222654383663208,1,0.014553266478670335,0,23080.840735955764,22981.71850048608,4.689443308926201,1.7274837373167957,1.0011264435443088,1.0054443926598124,1,1,0.001125176096958132,0.005414911754005301
15385,2023-01-31 22:50:00+01:00,22901.53,22935.54,22885.98,22915.42,870.56836,1.0,22900.425503085822,22960.710892842486,-60.28538975666379,-64.09750693444255,3.8121171777787595,54.533922114317804,1,22779.085194714204,23039.0,22812.69,23148.02,22812.69,23221.14,22812.69,-0.005363948088024729,0.004503195370646757,-0.01004837562780757,0.004503195370646757,-0.013165589630827822,0.004503195370646757,23009.286909100516,33.44115630967149,34.092311311669604,0.0006230972903455314,0,0.0019813817905312467,1,0.010050086270728675,1,0.016403365070332687,0,23067.45814391949,23031.45148757158,-0.09412209376807974,0.930899041367035,0.9934089771412646,0.9949620419002165,0,0,0.006634752665213794,0.005063467637581211
15400,2023-02-01 00:05:00+01:00,23124.21,23151.27,23090.0,23119.35,1304.33714,0.0,23122.760956118407,23038.594166414605,84.16678970380235,85.93027400008442,-1.7634842962820727,72.30611855171067,-1,23300.115296379274,23320.0,22928.58,23320.0,22812.69,23320.0,22812.69,-0.008604202401372276,0.008320183805538624,-0.008604202401372276,0.013442518177382845,-0.008604202401372276,0.013442518177382845,22963.204254452983,61.427602397523295,58.6621966418601,0.0011544079524249073,1,0.0025802117338664197,1,0.0017819039386682833,0,0.021943090960602325,0,23049.22996495588,23029.260974208966,-2.2780491784841073,0.11105435275825418,1.0030421855806344,1.0039119373345036,1,1,0.003032958757236587,0.003896693712886925
15653,2023-02-01 21:10:00+01:00,23417.21,23429.73,23327.96,23394.35,2936.40352,0.0,23403.772690967275,23286.19720094503,117.5754900222455,118.31732160853574,-0.7418315862902318,113.4790917301337,-1,23678.04772932533,23494.77,23091.98,23494.77,22760.23,23494.77,22760.23,-0.004274142713463545,0.013094156499356009,-0.004274142713463545,0.027860878383039144,-0.004274142713463545,0.027860878383039144,22948.668881444337,67.04658246811347,65.79211591430534,0.0017921688260747499,1,0.004371811834037255,1,0.01644872189807245,1,0.03139817947495874,0,23112.34725126333,23067.14602125444,0.25301677814451584,-0.14564081070523302,1.012201389398961,1.014184848808087,1,1,0.012054310067886813,0.01398645308570479
15667,2023-02-01 22:20:00+01:00,23752.48,23800.0,23720.0,23729.21,2240.70688,0.0,23735.90640199574,23671.99127848807,63.915123507671524,64.19628771155458,-0.2811642038830513,98.85109534547851,-1,23976.337738363694,23800.0,23482.0,23800.0,23091.98,23800.0,22760.23,-0.0029743697478991963,0.010527638190954737,-0.0029743697478991963,0.027595294989862264,-0.0029743697478991963,0.04257338348514051,23555.802436958013,75.43557552288625,73.32849368472807,0.0016281215093363857,1,0.00258391153231887,1,0.03038454640944832,1,0.04381814649539536,0,23320.481545066137,23135.031674389124,5.3611867749322935,1.4159524078680545,1.0175265872681063,1.025683056499492,1,1,0.017224697111023164,0.02503995394751345
